id,trigger,conditions,script,text,options,notes
sunrider_mission2_intro5Lewd,DialogOptionSelected,$option == sunrider_mission2_intro5Lewd,"ShowImageVisual SunriderBlush
AdjustRepPerson sunrider_ava WELCOMING 5
$player.sunrider_coomerPoints++","Daring today, aren’t we?

When you take Ava’s arm in yours, her eye opens wide as she blushes, but she lets you pull her along to the bar’s entrance. 

""Y... you dummy!""

Not only do you realize that this action drew attention to yourself, but you also barely hear your bodyguards behind you whispering to each other ""I think the captain got a girlfriend,"" and ""I don’t blame $playerHimOrHer... the girl looks nice,"" followed by a small giggle.",sunrider_mission2_intro6:Leave the bar,
sunrider_mission2_intro6,DialogOptionSelected,$option == sunrider_mission2_intro6,"EndConversation DO_NOT_FIRE
BarCMD leaveBar",,,
sunrider_mission2_introAbort,DialogOptionSelected,$option == sunrider_mission2_introAbort,"$global.sunrider_mission2_doneOrSkipped = true
BarCMD showOptions",,,
sunrider_mission2_scanOptPlayer,PopulateOptions,"$isPerson
$faction.id == player score:10
Sunrider_MiscFunctions mission2CanScan true
Call $global.sunrider_mission2_ref updateData
$sunrider_mission2_stage == RECOVER_DATA",,,0:sunrider_mission2_scanStart1:Ask $himOrHer for a data recovery team,
sunrider_mission2_scanOptGargoyle,PopulateOptions,"$isPerson
$id == gargoyle score:10
$market.id == ga_market
Sunrider_MiscFunctions mission2CanScan false
Call $global.sunrider_mission2_ref updateData
$sunrider_mission2_stage == RECOVER_DATA",,,"0:sunrider_mission2_scanStart1:""I have a favor to ask...""",
sunrider_mission2_scanOptTT,PopulateOptions,"$isPerson
$faction.id == tritachyon score:10
Sunrider_MiscFunctions mission2CanScan true
Call $global.sunrider_mission2_ref updateData
$sunrider_mission2_stage == RECOVER_DATA",,,0:sunrider_mission2_scanStart1:Inquire about advanced data recovery services,
sunrider_mission2_scanOptKween,PopulateOptions,"$isPerson
$id == sfckween score:10
Sunrider_MiscFunctions mission2CanScan false
Call $global.sunrider_mission2_ref updateData
$sunrider_mission2_stage == RECOVER_DATA",,,"0:sunrider_mission2_scanStart1:""I have a favor to ask...""",
sunrider_mission2_scanStartPlayer,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$faction.id == player","Highlight $sunrider_mission2_recoverCreditsStr $player.creditsStr
FireAll Sunrider_Mission2_ScanPayCheck","You explain the job you need to $personLastName, involving a memory core from a ship of presumed extra-Domain origin. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.

The $personPost looks at you with pursed lips. ""That... sounds like quite a job."" $HeOrShe rubs $hisOrHer forehead. ""We could round up a team, but you'll need to cover hiring expenses.""

You require $sunrider_mission2_recoverCreditsStr credits. You have $player.creditsStr credits.","sunrider_mission2_scanComplete1:Pay $sunrider_mission2_recoverCreditsStr credits
sunrider_mission2_scanAbort:Decline",
sunrider_mission2_scanStartTT,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$faction.id == tritachyon","Highlight $sunrider_mission2_recoverCreditsStr $player.creditsStr
FireAll Sunrider_Mission2_ScanPayCheck","You explain the job you need to $personLastName, involving a memory core from a ship with non-standard systems. You refrain from explaining just how or why the systems are non-standard. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.

The $personPost looks at you with some curiosity. ""That... could be arranged. It'll cost you, however.""

You require $sunrider_mission2_recoverCreditsStr credits. You have $player.creditsStr credits.","sunrider_mission2_scanComplete1:Pay $sunrider_mission2_recoverCreditsStr credits
sunrider_mission2_scanAbort:Decline",
sunrider_mission2_scanStartGargoyle,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$id == gargoyle","$sunrider_mission2_gargoyle = true 0
ShowSecondPerson sunrider_ava","""A favor, eh?"" The hacker leans back with waggling eyebrows and a smirk. ""And I suppose it has something to do with your lady friend over there?""

You explain the job you need to Gargoyle, involving a memory core from a ship of presumed extra-Domain origin. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.

""An alien ship!"" The hacker mimes exaggerated shock. ""And so you thought of your good friend Gargoyle, of course.""",sunrider_mission2_scanStartGargoyle2:Continue,
sunrider_mission2_scanStartGargoyle2,DialogOptionSelected,$option == sunrider_mission2_scanStartGargoyle2,,"Gargoyle holds up two fingers in a gesture of indeterminate meaning. ""Well, aren't you the lucky one today! I just happen to be bored enough to do this little favor, as you so succintly put it. All for my favorite starship captain!

""In fact, I'm so magnanimous today, I won't even charge you for the service. I need the mental stimulation, anyway; it'll be a nice change of pace from the dreary makework the faculty saddles me with.""

The hacker puts a hand to chin. ""And don't worry about Queen B and the others. What they don't know about won't hurt them.""",sunrider_mission2_scanStartGargoyle3:Continue,
sunrider_mission2_scanStartGargoyle3,DialogOptionSelected,$option == sunrider_mission2_scanStartGargoyle3,"ShowDefaultVisual
UpdateMemory","Ava looks at you, but doesn't say anything. ""By your leave, captain?"" she asks after a few moments.

You arrange a quiet appointment and order a shuttle to send her over to the Academy. Hopefully she can survive a few hours of interacting with Gargoyle... ah, who are you kidding?",sunrider_mission2_scanCompleteGargoyle1:Wait for them to finish,
#sunrider_mission2_scanStartKweenLow,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$id == sfckween score:10
$rel < 0.3",$sunrider_mission2_kween = true 0,"$personLastName eyes you carefully as you explain the job you need done, explaining it away as something being a memory core from a ship with a non-standard design.  You refrain from explaining just how or why the systems are non-standard. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.

The $personPost frowns after you finish. ""Captain, you know very well what kind of person I am. You think I have the liberty to do such a request? No... I'm afraid I shall decline this request. I unfortunately have more important things to do right now.""

$personLastName glances away from you for a moment, perhaps looking at some other information. ""So is there something else you need, Captain? Or was this all you needed from me?""",sunrider_mission2_scanStartKween2:Plead with Kween,
sunrider_mission2_scanStartKweenLow,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$id == sfckween score:10
$rel < 0.3","SetTextHighlightColors bad
Highlight ""decline""
SetEnabled sunrider_mission2_scanStart1 false","$personLastName eyes you carefully as you explain the job you need done, explaining it away as something being a memory core from a ship with a non-standard design.  You refrain from explaining just how or why the systems are non-standard. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.

The $personPost frowns after you finish. ""Captain, you know very well what kind of person I am. You think I have the liberty to do such a request? No... I'm afraid I shall decline this request. I unfortunately have more important things to do right now.""

$personLastName glances away from you for a moment, perhaps looking at some other information. ""So is there something else you need, Captain? Or was this all you needed from me?""",,
sunrider_mission2_scanStartKweenLow2,DialogOptionSelected,"$option == sunrider_mission2_scanStartKween2
$rel < 0.3","$sunrider_mission2_kween = true 0
Highlight ""1 Gamma Core""
FireAll Sunrider_Mission2_ScanPayCheck","The $personPost seems to grin slightly after you finish your request. ""... Is that so, Captain? It must be so important if you need something like this from me. But alas, you're asking awfully quite a lot for someone so important like me. Hrmm, well, since you and your friend here asked so nicely... I can spare some time for you. But you will have to compensate me.""

$personLastName sends a message over to your TriPad, noting what she's requesting: 1 Gamma Core.","sunrider_mission2_scanCompleteKween1:Hand over 1 Gamma core
sunrider_mission2_scanAbort:Decline",
sunrider_mission2_scanStartKweenHigh,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$id == sfckween score:10
$rel >= 0.3","$sunrider_mission2_kween = true 0
Highlight ""1 Gamma Core""
FireAll Sunrider_Mission2_ScanPayCheck","$personLastName eyes you over inquisitively as you explain the job you need done, explaining it away as something being a memory core from a ship with a non-standard design.  You refrain from explaining just how or why the systems are non-standard. You present Ava, who will provide needed semi-technical assistance. You also emphasize the need for complete discretion.
  
The $personPost seems to grin slightly after you finish your request. ""... Is that so, Captain? It must be so important if you need something like this from me. But alas, you're asking awfully quite a lot for someone so important like me. Hrmm, well, since you and your friend here asked so nicely... I can spare some time for you. But you will have to compensate me.""
  
$personLastName sends a message over to your TriPad, noting what she's requesting: 1 Gamma Core.","sunrider_mission2_scanCompleteKween1:Hand over 1 Gamma core
sunrider_mission2_scanAbort:Decline",
sunrider_mission2_scanStartKweenFriend,DialogOptionSelected,"$option == sunrider_mission2_scanStart1
$id == sfckween score:10
$kweeniapetusship score:10",$sunrider_mission2_kween = true 0,"As soon as you begin your request, $personLastName's grin widens, intrigued by the parameters of your request. Before you and Ava can finish explaining about the memory core, $personLastName clears $hisOrHer throat.
  
""Non-standard design? Come now, Captain. You and I know that there's more to what you're requesting than is something simply non-standard. There is no need for secrecy here, my assistant. I promise you, anything discussed between us is strictly confidential.""
  
$personLastName continues to give you that eerie smile of hers as she taps away at an offscreen TriPad. ""Of course, I don't want to just see this memory core... I want to see the ship attached to it. Indulge me in my desires to see it with my own two eyes, and I'll promise you I'll get your little request done.""",sunrider_mission2_scanCompleteKween1:Accept her offer,
